,gross_exposure
2017-02-01,0.08436640020967107
2017-02-02,0.08422239115048888
2017-02-03,0.17014072891403215
2017-02-06,0.17127765816547733
2017-02-07,0.17154735403677657
2017-02-08,0.17154299226756609
2017-02-09,0.17235949759126826
2017-02-10,0.17220388717609222
2017-02-13,0.17259207387326514
2017-02-14,0.17345707856855644
2017-02-15,0.17400802868669585
2017-02-16,0.1740821982349
2017-02-17,0.25772792906196584
2017-02-21,0.25960186822859854
2017-02-22,0.2596759018611122
2017-02-23,0.2595041780659565
2017-02-24,0.2603154600543364
2017-02-27,0.2603575567166185
2017-02-28,0.25991169266715053
2017-03-01,0.2629263580127885
2017-03-02,0.2616347657698602
2017-03-03,0.26212293727687547
2017-03-06,0.2612332914594839
2017-03-07,0.26153007501078995
2017-03-08,0.26128358189608497
2017-03-09,0.2622155611311326
2017-03-10,0.34880733551474136
2017-03-13,0.3489887332541984
2017-03-14,0.3479726253325268
2017-03-15,0.3504284388143187
2017-03-16,0.2594462122474901
2017-03-17,0.34242680972637013
2017-03-20,0.2538908743188257
2017-03-21,0.25123654201029655
2017-03-22,0.2528058882146399
2017-03-23,0.25257816519009624
2017-03-24,0.25311084759772046
2017-03-27,0.2531994700012485
2017-03-28,0.25425469234182635
2017-03-29,0.2544218332621998
2017-03-30,0.25450527189372046
2017-03-31,0.25457735361635875
2017-04-03,0.17064530685889132
2017-04-04,0.17077114675713495
2017-04-05,0.17071058141401152
2017-04-06,0.17169021679270377
2017-04-07,0.17161132353213704
2017-04-10,0.1721083546433188
2017-04-11,0.17201066987375688
2017-04-12,0.17097640749310075
2017-04-13,0.1705191483919341
2017-04-17,0.17115028397665638
2017-04-18,0.17097464364915857
2017-04-19,0.1703321968177424
2017-04-20,0.17079406315921952
2017-04-21,0.17104340745427793
2017-04-24,0.08633356750036968
2017-04-25,0.16822834841997256
2017-04-26,0.1680144766699527
2017-04-27,0.2521857109510643
2017-04-28,0.4187789691479404
2017-05-01,0.3321173377521692
2017-05-02,0.3332631661905785
2017-05-03,0.4153370518006594
2017-05-04,0.5010410397497261
2017-05-05,0.6700662926953758
2017-05-08,0.6688750989907496
2017-05-09,0.6685415721341148
2017-05-10,0.7512720657722557
2017-05-11,0.7508012693979447
2017-05-12,0.750523604436354
2017-05-15,0.7522796988497481
2017-05-16,0.7516309637963442
2017-05-17,0.7494557939081035
2017-05-18,0.749568445860645
2017-05-19,0.7515338415664874
2017-05-22,0.8356151304508326
2017-05-23,0.8359086120472949
2017-05-24,0.8365514548693577
2017-05-25,0.8378076584955934
2017-05-26,0.8375348847677795
2017-05-30,0.8375963915926528
2017-05-31,0.8378537429020888
2017-06-01,0.8390075287942186
2017-06-02,0.9231972953159516
2017-06-05,0.9232993948029423
2017-06-06,0.923198238530322
2017-06-07,0.8389377622243327
2017-06-08,0.8394263150993988
2017-06-09,0.7551554008256406
2017-06-12,0.5871041391521861
2017-06-13,0.588232392440002
2017-06-14,0.587951896872568
2017-06-15,0.5031508255399562
2017-06-16,0.4181530552346124
2017-06-19,0.25396910991389104
2017-06-20,0.2532266065345163
2017-06-21,0.2528029951725914
2017-06-22,0.16942271439054973
2017-06-23,0.16962836261458203
2017-06-26,0.1696599241659715
2017-06-27,0.1678692002179874
2017-06-28,0.16840725524961728
2017-06-29,0.1659773787197595
2017-06-30,0.16759590714115838
2017-07-03,0.16742525299389305
2017-07-05,0.08588791818536005
2017-07-06,0.08528063979310452
2017-07-07,0.08742889002896403
2017-07-10,0.08790199052276497
2017-07-11,0.08802018901003944
2017-07-12,0.08913499897437721
2017-07-13,0.08865006391502346
2017-07-14,0.08993336072437164
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.16766303834693103
2017-07-20,0.1691131381947438
2017-07-21,0.1715229016067116
2017-07-24,0.17164231852800302
2017-07-25,0.1714629684895659
2017-07-26,0.2556484377069216
2017-07-27,0.25496397337015325
2017-07-28,0.42408945019687944
2017-07-31,0.42420455338610386
2017-08-01,0.5086188327198209
2017-08-02,0.5919176806074216
2017-08-03,0.5917300035380894
2017-08-04,0.6761054160301576
2017-08-07,0.6763032059154277
2017-08-08,0.6760602576760483
2017-08-09,0.6760092151048052
2017-08-10,0.6734804616319262
2017-08-11,0.7578230613769104
2017-08-14,0.7608909782375753
2017-08-15,0.7615385083910605
2017-08-16,0.76248329395961
2017-08-17,0.7602765031360671
2017-08-18,0.8435149386739241
2017-08-21,0.8428965117040476
2017-08-22,0.8446896393811446
2017-08-23,0.8444845887851712
2017-08-24,0.8449340691876677
2017-08-25,0.8456640994937595
2017-08-28,0.8460876114570848
2017-08-29,0.8465098687907686
2017-08-30,0.6736127867428491
2017-08-31,0.6737338562065314
2017-09-01,0.7574799759482892
2017-09-05,0.7570433620748521
2017-09-06,0.7572191043556439
2017-09-07,0.6754541982130009
2017-09-08,0.6761777679423444
2017-09-11,0.515714109835096
2017-09-12,0.5164053941593163
2017-09-13,0.4278622888840414
2017-09-14,0.34325715027562476
2017-09-15,0.34309338029047576
2017-09-18,0.2551882769837085
2017-09-19,0.25489559690955726
2017-09-20,0.2536601029963799
2017-09-21,0.25367426495614354
2017-09-22,0.25492613477607184
2017-09-25,0.1618551546048049
2017-09-26,0.16344469035849837
2017-09-27,0.1687282719275696
2017-09-28,0.17153740015521013
2017-09-29,0.17589637392197285
2017-10-02,0.08369598236705098
2017-10-03,0.08295080437378059
2017-10-04,0.08187365553843723
2017-10-05,0.08238806477011718
2017-10-06,0.08182463410144246
2017-10-09,0.08262058439115459
2017-10-10,0.08428150107599226
2017-10-11,0.08352506500591975
2017-10-12,0.08084310487958217
2017-10-13,0.07920665985283809
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.08142098012202323
2017-10-25,0.08158365965485352
2017-10-26,0.1627281286240467
2017-10-27,0.24934534328895325
2017-10-30,0.24977596222607867
2017-10-31,0.25093225890456633
2017-11-01,0.252853549465397
2017-11-02,0.4202177450936107
2017-11-03,0.5938375055097747
2017-11-06,0.5970431982516533
2017-11-07,0.5984282099324628
2017-11-08,0.6805133643704473
2017-11-09,0.6789755797228638
2017-11-10,0.6775775486469543
2017-11-13,0.6779061818634725
2017-11-14,0.6778798981948146
2017-11-15,0.6769749790326016
2017-11-16,0.678457202259814
2017-11-17,0.6791311724977215
2017-11-20,0.6802810179219186
2017-11-21,0.681300050197366
2017-11-22,0.7648669632585413
2017-11-24,0.7650954036765328
2017-11-27,0.764686441201307
2017-11-28,0.7661467076714927
2017-11-29,0.7648600233665775
2017-11-30,0.7655855911741757
2017-12-01,0.7649504457180849
2017-12-04,0.7644608210939654
2017-12-05,0.763664192826613
2017-12-06,0.6808242080789791
2017-12-07,0.6821535364588684
2017-12-08,0.6040372246186397
2017-12-11,0.5265941898174368
2017-12-12,0.5269182096733163
2017-12-13,0.5260155777587011
2017-12-14,0.5236434461545008
2017-12-15,0.34663741397066244
2017-12-18,0.18293994545060005
2017-12-19,0.18108443736703872
2017-12-20,0.26134233977289206
2017-12-21,0.16450809475713715
2017-12-22,0.16383881058408323
2017-12-26,0.16077490355585436
2017-12-27,0.16136935949502537
2017-12-28,0.16066853784155705
2017-12-29,0.15897106392822927
2018-01-02,0.16379566090044306
2018-01-03,0.16600202905287662
2018-01-04,0.16955650585474238
2018-01-05,0.2522829932930594
2018-01-08,0.1665201127362118
2018-01-09,0.16202940673343946
2018-01-10,0.16233165286597137
2018-01-11,0.16175483955332734
2018-01-12,0.16208341098098525
2018-01-16,0.16254283482426227
2018-01-17,0.16554792283984374
2018-01-18,0.16476773701389322
2018-01-19,0.16414710521151266
2018-01-22,0.1646585213957238
2018-01-23,0.16627756924543166
2018-01-24,0.16443288529412958
2018-01-25,0.1635589115860843
2018-01-26,0.25000287561426676
2018-01-29,0.2489084037274319
2018-01-30,0.2459240679430349
2018-01-31,0.24954390051517722
2018-02-01,0.41429292407298507
2018-02-02,0.5752195238779582
2018-02-05,0.49630046078443474
2018-02-06,0.4979853210830319
2018-02-07,0.6641500500499142
2018-02-08,0.6545681655063106
2018-02-09,0.7418099520680859
2018-02-12,0.7439643317938095
2018-02-13,0.7441391170894364
2018-02-14,0.7461360852403421
2018-02-15,0.7490519388959064
2018-02-16,0.9161102860756637
2018-02-20,0.8368027847509854
2018-02-21,0.9193716338013808
2018-02-22,0.919340674380796
2018-02-23,0.9207370778227955
2018-02-26,0.921345455234
2018-02-27,0.9209911733903364
2018-02-28,0.9203082316739419
2018-03-01,0.9196996870094946
2018-03-02,0.921108393128996
2018-03-05,0.9221680152145137
2018-03-06,0.922310414649354
2018-03-07,0.9223779838300721
2018-03-08,0.9229479785205774
2018-03-09,0.9238026095118457
2018-03-12,0.8401707705376968
2018-03-13,0.8391930599729082
2018-03-14,0.8385635964374785
2018-03-15,0.8379105830518402
2018-03-16,0.6635724736564407
2018-03-19,0.4913929245526913
2018-03-20,0.4931320468966862
2018-03-21,0.4955426383883288
2018-03-22,0.32150759397802764
2018-03-23,0.31715444463666087
2018-03-26,0.23527451799040747
2018-03-27,0.23422051533863905
2018-03-28,0.23438066646661504
2018-03-29,0.23448014493789035
2018-04-02,0.22911170506827044
2018-04-03,0.0816602883209283
2018-04-04,0.08154074473215527
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0839544543954749
2018-04-30,0.08362374472286281
2018-05-01,0.08291427644482459
2018-05-02,0.16507600677044162
2018-05-03,0.3368413967208521
2018-05-04,0.33882670482229454
2018-05-07,0.34009666468641
2018-05-08,0.3398329905564103
2018-05-09,0.3410245696561203
2018-05-10,0.3433164935262606
2018-05-11,0.3445852033949214
2018-05-14,0.34444780683523046
2018-05-15,0.3452268473831772
2018-05-16,0.3434154984772449
2018-05-17,0.3445905454733376
2018-05-18,0.34511684762351375
2018-05-21,0.34672102774740937
2018-05-22,0.34426651548932796
2018-05-23,0.3442986307518237
2018-05-24,0.431829599087026
2018-05-25,0.43213168900212473
2018-05-29,0.43022213589912905
2018-05-30,0.43339574113733276
2018-05-31,0.4332422431133819
2018-06-01,0.436392869991842
2018-06-04,0.43927636201053244
2018-06-05,0.4426311853207536
2018-06-06,0.4452893752643028
2018-06-07,0.4393082779764186
2018-06-08,0.4431120044333389
2018-06-11,0.3635697560811038
2018-06-12,0.36892497072621677
2018-06-13,0.3705063555094135
2018-06-14,0.2884798465666784
2018-06-15,0.09646049642510757
2018-06-18,0.09700979388892682
2018-06-19,0.09667356862640487
2018-06-20,0.09697618262620772
2018-06-21,0.09651657780182382
2018-06-22,0.09562967727956709
2018-06-25,0.09560720150216213
2018-06-26,0.09671841312735624
2018-06-27,0.09493240831569551
2018-06-28,0.09602282262791775
2018-06-29,0.09739054673951923
2018-07-02,0.09811756361616794
2018-07-03,0.09600036638772269
2018-07-05,0.0965502232863245
2018-07-06,0.09765912019159091
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0
